merged_gene_id	merged_isoform_id	internal_id	final_decision	annotation_track	source_id	transcript_id	topology_class	contig	start	end	strand
CM058172.1_4756571-4760105f	CM058172.1_4756571-4760105f_X2-4756571-4758888-IRN_018686	IRN_018686	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.6-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.6-mRNA-1	strict	CM058172.1	4756571	4758888	+
CM058172.1_4756571-4760105f	CM058172.1_4756571-4760105f_X3-4756571-4760105-IRN_051528	IRN_051528	reject	Dmagna_LRV_snap-aug	maker-CM058172.1-snap-gene-1.806-mRNA-1	maker-CM058172.1-snap-gene-1.806-mRNA-1	fail	CM058172.1	4756571	4760105	+
CM058172.1_4756571-4760105f	CM058172.1_4756571-4760105f_X4-4757366-4758888-IRN_019890	IRN_019890	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001104-T1	rna-Dmagna001104-T1	relaxed	CM058172.1	4757366	4758888	+
CM058172.1_4775276-4777311f	CM058172.1_4775276-4777311f_X1-4775276-4777311-IRN_018680	IRN_018680	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.21-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.21-mRNA-1	strict	CM058172.1	4775276	4777311	+
CM058172.1_4775276-4777311f	CM058172.1_4775276-4777311f_X2-4775276-4777311-IRN_051525	IRN_051525	accept	Dmagna_LRV_snap-aug	maker-CM058172.1-exonerate_protein2genome-gene-0.21-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.21-mRNA-1	strict	CM058172.1	4775276	4777311	+
CM058172.1_4775276-4777311f	CM058172.1_4775276-4777311f_X3-4775318-4777311-IRN_010408	IRN_010408	reject	Dmagna_LRV_IRs_braker_fixed	g2569.t1	g2569.t1	relaxed	CM058172.1	4775318	4777311	+
CM058172.1_4775276-4777311f	CM058172.1_4775276-4777311f_X4-4776127-4777311-IRN_019896	IRN_019896	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001110-T1	rna-Dmagna001110-T1	relaxed	CM058172.1	4776127	4777311	+
CM058172.1_5702448-5716138r	CM058172.1_5702448-5716138r_X1-5702448-5708036-IRN_020148	IRN_020148	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001356-T1	rna-Dmagna001356-T1	relaxed	CM058172.1	5702448	5708036	-
CM058172.1_5702448-5716138r	CM058172.1_5702448-5716138r_X2-5702448-5709975-IRN_020149	IRN_020149	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001356-T2	rna-Dmagna001356-T2	relaxed	CM058172.1	5702448	5709975	-
CM058172.1_5702448-5716138r	CM058172.1_5702448-5716138r_X3-5702448-5716138-IRN_010559	IRN_010559	accept	Dmagna_LRV_IRs_braker_fixed	g2704.t1	g2704.t1	strict	CM058172.1	5702448	5716138	-
CM058172.1_5702448-5716138r	CM058172.1_5702448-5716138r_X4-5702784-5715871-IRN_018683	IRN_018683	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.33-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.33-mRNA-1	strict	CM058172.1	5702784	5715871	-
CM058172.1_5702448-5716138r	CM058172.1_5702448-5716138r_X5-5702784-5716138-IRN_051524	IRN_051524	accept	Dmagna_LRV_snap-aug	maker-CM058172.1-augustus-gene-1.766-mRNA-1	maker-CM058172.1-augustus-gene-1.766-mRNA-1	strict	CM058172.1	5702784	5716138	-
CM058172.1_7590105-7592185r	CM058172.1_7590105-7592185r_X1-7590105-7592185-IRN_010772	IRN_010772	accept	Dmagna_LRV_IRs_braker_fixed	g2897.t1	g2897.t1	relaxed	CM058172.1	7590105	7592185	-
CM058172.1_7590105-7592185r	CM058172.1_7590105-7592185r_X2-7590105-7592185-IRN_018684	IRN_018684	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.35-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.35-mRNA-1	relaxed	CM058172.1	7590105	7592185	-
CM058172.1_7590105-7592185r	CM058172.1_7590105-7592185r_X3-7590105-7592185-IRN_020591	IRN_020591	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001784-T1	rna-Dmagna001784-T1	relaxed	CM058172.1	7590105	7592185	-
CM058172.1_7590105-7592185r	CM058172.1_7590105-7592185r_X4-7590105-7592185-IRN_051527	IRN_051527	accept	Dmagna_LRV_snap-aug	maker-CM058172.1-exonerate_protein2genome-gene-0.35-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.35-mRNA-1	relaxed	CM058172.1	7590105	7592185	-
CM058171.1_2591202-2595243r	CM058171.1_2591202-2595243r_X1-2591202-2595243-IRN_011021	IRN_011021	accept	Dmagna_LRV_IRs_braker_fixed	g312.t1	g312.t1	strict	CM058171.1	2591202	2595243	-
CM058171.1_2591202-2595243r	CM058171.1_2591202-2595243r_X2-2591202-2595243-IRN_018678	IRN_018678	accept	Dmagna_LRV_rnd1	maker-CM058171.1-exonerate_protein2genome-gene-0.8-mRNA-1	maker-CM058171.1-exonerate_protein2genome-gene-0.8-mRNA-1	strict	CM058171.1	2591202	2595243	-
CM058171.1_2591202-2595243r	CM058171.1_2591202-2595243r_X3-2591202-2595243-IRN_026466	IRN_026466	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna007518-T1	rna-Dmagna007518-T1	strict	CM058171.1	2591202	2595243	-
CM058171.1_2591202-2595243r	CM058171.1_2591202-2595243r_X4-2591202-2595243-IRN_051519	IRN_051519	accept	Dmagna_LRV_snap-aug	maker-CM058171.1-augustus-gene-1.1078-mRNA-1	maker-CM058171.1-augustus-gene-1.1078-mRNA-1	strict	CM058171.1	2591202	2595243	-
CM058171.1_3599409-3602943f	CM058171.1_3599409-3602943f_X1-3599409-3600840-IRN_026720	IRN_026720	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna007751-T1	rna-Dmagna007751-T1	fail	CM058171.1	3599409	3600840	+
CM058171.1_3599409-3602943f	CM058171.1_3599409-3602943f_X2-3599975-3602943-IRN_012210	IRN_012210	accept	Dmagna_LRV_IRs_braker_fixed	g419.t1	g419.t1	strict	CM058171.1	3599975	3602943	+
CM058171.1_3599409-3602943f	CM058171.1_3599409-3602943f_X3-3599975-3602943-IRN_018677	IRN_018677	accept	Dmagna_LRV_rnd1	maker-CM058171.1-exonerate_protein2genome-gene-0.7-mRNA-1	maker-CM058171.1-exonerate_protein2genome-gene-0.7-mRNA-1	strict	CM058171.1	3599975	3602943	+
CM058171.1_3599409-3602943f	CM058171.1_3599409-3602943f_X4-3599975-3602943-IRN_051518	IRN_051518	accept	Dmagna_LRV_snap-aug	maker-CM058171.1-augustus-gene-1.1077-mRNA-1	maker-CM058171.1-augustus-gene-1.1077-mRNA-1	strict	CM058171.1	3599975	3602943	+
CM058171.1_3599409-3602943f	CM058171.1_3599409-3602943f_X5-3601948-3602943-IRN_026722	IRN_026722	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna007753-T1	rna-Dmagna007753-T1	fail	CM058171.1	3601948	3602943	+
CM058173.1_3011776-3016237f	CM058173.1_3011776-3016237f_X1-3011776-3014958-IRN_012435	IRN_012435	accept	Dmagna_LRV_IRs_braker_fixed	g4392.t1	g4392.t1	strict	CM058173.1	3011776	3014958	+
CM058173.1_3011776-3016237f	CM058173.1_3011776-3016237f_X2-3011776-3014958-IRN_018687	IRN_018687	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.11-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.11-mRNA-1	strict	CM058173.1	3011776	3014958	+
CM058173.1_3011776-3016237f	CM058173.1_3011776-3016237f_X3-3011776-3014958-IRN_051530	IRN_051530	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.11-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.11-mRNA-1	strict	CM058173.1	3011776	3014958	+
CM058173.1_3011776-3016237f	CM058173.1_3011776-3016237f_X4-3011776-3016237-IRN_030489	IRN_030489	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna011405-T1	rna-Dmagna011405-T1	strict	CM058173.1	3011776	3016237	+
CM058173.1_3901721-3906301f	CM058173.1_3901721-3906301f_X1-3901721-3906301-IRN_012556	IRN_012556	accept	Dmagna_LRV_IRs_braker_fixed	g4500.t1	g4500.t1	strict	CM058173.1	3901721	3906301	+
CM058173.1_3901721-3906301f	CM058173.1_3901721-3906301f_X2-3901721-3906301-IRN_018688	IRN_018688	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.16-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.16-mRNA-1	strict	CM058173.1	3901721	3906301	+
CM058173.1_3901721-3906301f	CM058173.1_3901721-3906301f_X3-3901721-3906301-IRN_030707	IRN_030707	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna011612-T2	rna-Dmagna011612-T2	strict	CM058173.1	3901721	3906301	+
CM058173.1_3901721-3906301f	CM058173.1_3901721-3906301f_X4-3901721-3906301-IRN_051531	IRN_051531	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.16-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.16-mRNA-1	strict	CM058173.1	3901721	3906301	+
CM058173.1_3901721-3906301f	CM058173.1_3901721-3906301f_X5-3902954-3906301-IRN_030706	IRN_030706	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna011612-T1	rna-Dmagna011612-T1	relaxed	CM058173.1	3902954	3906301	+
CM058173.1_4221961-4226826f	CM058173.1_4221961-4226826f_X1-4221961-4226826-IRN_030779	IRN_030779	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna011681-T1	rna-Dmagna011681-T1	strict	CM058173.1	4221961	4226826	+
CM058173.1_4221961-4226826f	CM058173.1_4221961-4226826f_X2-4223005-4226239-IRN_012579	IRN_012579	reject	Dmagna_LRV_IRs_braker_fixed	g4521.t1	g4521.t1	relaxed	CM058173.1	4223005	4226239	+
CM058173.1_4221961-4226826f	CM058173.1_4221961-4226826f_X3-4223005-4226239-IRN_012580	IRN_012580	reject	Dmagna_LRV_IRs_braker_fixed	g4521.t2	g4521.t2	relaxed	CM058173.1	4223005	4226239	+
CM058173.1_4221961-4226826f	CM058173.1_4221961-4226826f_X4-4223005-4226239-IRN_018689	IRN_018689	reject	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.17-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.17-mRNA-1	relaxed	CM058173.1	4223005	4226239	+
CM058173.1_4221961-4226826f	CM058173.1_4221961-4226826f_X5-4223005-4226239-IRN_051532	IRN_051532	reject	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.17-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.17-mRNA-1	relaxed	CM058173.1	4223005	4226239	+
CM058173.1_5688401-5692724r	CM058173.1_5688401-5692724r_X1-5688401-5692724-IRN_012764	IRN_012764	accept	Dmagna_LRV_IRs_braker_fixed	g4688.t1	g4688.t1	strict	CM058173.1	5688401	5692724	-
CM058173.1_5688401-5692724r	CM058173.1_5688401-5692724r_X2-5688401-5692724-IRN_018695	IRN_018695	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.39-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.39-mRNA-1	strict	CM058173.1	5688401	5692724	-
CM058173.1_5688401-5692724r	CM058173.1_5688401-5692724r_X3-5688401-5692724-IRN_031157	IRN_031157	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012038-T1	rna-Dmagna012038-T1	strict	CM058173.1	5688401	5692724	-
CM058173.1_5688401-5692724r	CM058173.1_5688401-5692724r_X4-5688401-5692724-IRN_051538	IRN_051538	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.39-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.39-mRNA-1	strict	CM058173.1	5688401	5692724	-
CM058173.1_7414589-7417332f	CM058173.1_7414589-7417332f_X1-7414589-7417332-IRN_013051	IRN_013051	accept	Dmagna_LRV_IRs_braker_fixed	g4946.t1	g4946.t1	relaxed	CM058173.1	7414589	7417332	+
CM058173.1_7414589-7417332f	CM058173.1_7414589-7417332f_X2-7414589-7417332-IRN_018690	IRN_018690	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.19-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.19-mRNA-1	relaxed	CM058173.1	7414589	7417332	+
CM058173.1_7414589-7417332f	CM058173.1_7414589-7417332f_X3-7414589-7417332-IRN_051533	IRN_051533	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.19-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.19-mRNA-1	relaxed	CM058173.1	7414589	7417332	+
CM058173.1_7414589-7417332f	CM058173.1_7414589-7417332f_X4-7415261-7417081-IRN_031619	IRN_031619	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012481-T1	rna-Dmagna012481-T1	fail	CM058173.1	7415261	7417081	+
CM058173.1_7414589-7417332f	CM058173.1_7414589-7417332f_X5-7415462-7417332-IRN_013052	IRN_013052	accept	Dmagna_LRV_IRs_braker_fixed	g4946.t2	g4946.t2	relaxed	CM058173.1	7415462	7417332	+
CM058173.1_7458174-7460417r	CM058173.1_7458174-7460417r_X1-7458174-7459734-IRN_018696	IRN_018696	reject	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.40-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.40-mRNA-1	relaxed	CM058173.1	7458174	7459734	-
CM058173.1_7458174-7460417r	CM058173.1_7458174-7460417r_X2-7458174-7459734-IRN_051539	IRN_051539	reject	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.40-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.40-mRNA-1	relaxed	CM058173.1	7458174	7459734	-
CM058173.1_7458174-7460417r	CM058173.1_7458174-7460417r_X3-7458174-7460095-IRN_013061	IRN_013061	accept	Dmagna_LRV_IRs_braker_fixed	g4954.t1	g4954.t1	strict	CM058173.1	7458174	7460095	-
CM058173.1_7458174-7460417r	CM058173.1_7458174-7460417r_X4-7458174-7460098-IRN_013062	IRN_013062	accept	Dmagna_LRV_IRs_braker_fixed	g4954.t2	g4954.t2	strict	CM058173.1	7458174	7460098	-
CM058173.1_7458174-7460417r	CM058173.1_7458174-7460417r_X5-7458174-7460417-IRN_031632	IRN_031632	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012495-T1	rna-Dmagna012495-T1	relaxed	CM058173.1	7458174	7460417	-
CM058173.1_7605457-7607710f	CM058173.1_7605457-7607710f_X1-7605457-7607405-IRN_013081	IRN_013081	accept	Dmagna_LRV_IRs_braker_fixed	g4971.t1	g4971.t1	strict	CM058173.1	7605457	7607405	+
CM058173.1_7605457-7607710f	CM058173.1_7605457-7607710f_X2-7605457-7607405-IRN_018692	IRN_018692	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.25-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.25-mRNA-1	strict	CM058173.1	7605457	7607405	+
CM058173.1_7605457-7607710f	CM058173.1_7605457-7607710f_X3-7605457-7607405-IRN_051535	IRN_051535	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.25-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.25-mRNA-1	strict	CM058173.1	7605457	7607405	+
CM058173.1_7605457-7607710f	CM058173.1_7605457-7607710f_X4-7605508-7607405-IRN_013082	IRN_013082	reject	Dmagna_LRV_IRs_braker_fixed	g4971.t2	g4971.t2	relaxed	CM058173.1	7605508	7607405	+
CM058173.1_7605457-7607710f	CM058173.1_7605457-7607710f_X5-7605508-7607710-IRN_031667	IRN_031667	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012528-T1	rna-Dmagna012528-T1	relaxed	CM058173.1	7605508	7607710	+
CM058173.1_7666491-7674057r	CM058173.1_7666491-7674057r_X1-7666491-7673931-IRN_013094	IRN_013094	reject	Dmagna_LRV_IRs_braker_fixed	g4982.t1	g4982.t1	strict	CM058173.1	7666491	7673931	-
CM058173.1_7666491-7674057r	CM058173.1_7666491-7674057r_X2-7671810-7673931-IRN_018697	IRN_018697	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.46-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.46-mRNA-1	strict	CM058173.1	7671810	7673931	-
CM058173.1_7666491-7674057r	CM058173.1_7666491-7674057r_X3-7671810-7673931-IRN_051540	IRN_051540	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.46-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.46-mRNA-1	strict	CM058173.1	7671810	7673931	-
CM058173.1_7666491-7674057r	CM058173.1_7666491-7674057r_X4-7671810-7674057-IRN_031684	IRN_031684	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012544-T1	rna-Dmagna012544-T1	strict	CM058173.1	7671810	7674057	-
CM058173.1_7675057-7677012f	CM058173.1_7675057-7677012f_X1-7675057-7677012-IRN_013095	IRN_013095	accept	Dmagna_LRV_IRs_braker_fixed	g4983.t1	g4983.t1	strict	CM058173.1	7675057	7677012	+
CM058173.1_7675057-7677012f	CM058173.1_7675057-7677012f_X2-7675057-7677012-IRN_018693	IRN_018693	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.29-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.29-mRNA-1	strict	CM058173.1	7675057	7677012	+
CM058173.1_7675057-7677012f	CM058173.1_7675057-7677012f_X3-7675057-7677012-IRN_031685	IRN_031685	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012545-T1	rna-Dmagna012545-T1	strict	CM058173.1	7675057	7677012	+
CM058173.1_7675057-7677012f	CM058173.1_7675057-7677012f_X4-7675057-7677012-IRN_051536	IRN_051536	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.29-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.29-mRNA-1	strict	CM058173.1	7675057	7677012	+
CM058173.1_7675057-7677012f	CM058173.1_7675057-7677012f_X5-7675084-7677012-IRN_013096	IRN_013096	accept	Dmagna_LRV_IRs_braker_fixed	g4983.t2	g4983.t2	strict	CM058173.1	7675084	7677012	+
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X1-7719229-7725013-IRN_051542	IRN_051542	reject	Dmagna_LRV_snap-aug	maker-CM058173.1-snap-gene-1.11-mRNA-1	maker-CM058173.1-snap-gene-1.11-mRNA-1	fail	CM058173.1	7719229	7725013	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X2-7719328-7720805-IRN_013102	IRN_013102	reject	Dmagna_LRV_IRs_braker_fixed	g4988.t2	g4988.t2	relaxed	CM058173.1	7719328	7720805	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X3-7719328-7721121-IRN_031694	IRN_031694	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012556-T3	rna-Dmagna012556-T3	relaxed	CM058173.1	7719328	7721121	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X4-7719328-7721302-IRN_031692	IRN_031692	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012556-T1	rna-Dmagna012556-T1	relaxed	CM058173.1	7719328	7721302	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X5-7719328-7721428-IRN_031693	IRN_031693	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012556-T2	rna-Dmagna012556-T2	strict	CM058173.1	7719328	7721428	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X6-7719328-7724830-IRN_018698	IRN_018698	reject	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.53-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.53-mRNA-1	relaxed	CM058173.1	7719328	7724830	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X7-7719328-7725013-IRN_013101	IRN_013101	reject	Dmagna_LRV_IRs_braker_fixed	g4988.t1	g4988.t1	fail	CM058173.1	7719328	7725013	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X8-7722943-7724416-IRN_031695	IRN_031695	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012557-T1	rna-Dmagna012557-T1	relaxed	CM058173.1	7722943	7724416	-
CM058173.1_7719229-7725013r	CM058173.1_7719229-7725013r_X9-7722943-7725013-IRN_013103	IRN_013103	accept	Dmagna_LRV_IRs_braker_fixed	g4988.t3	g4988.t3	strict	CM058173.1	7722943	7725013	-
CM058173.1_7734635-7736646r	CM058173.1_7734635-7736646r_X1-7734635-7736583-IRN_013109	IRN_013109	accept	Dmagna_LRV_IRs_braker_fixed	g4992.t2	g4992.t2	strict	CM058173.1	7734635	7736583	-
CM058173.1_7734635-7736646r	CM058173.1_7734635-7736646r_X2-7734635-7736601-IRN_013108	IRN_013108	accept	Dmagna_LRV_IRs_braker_fixed	g4992.t1	g4992.t1	strict	CM058173.1	7734635	7736601	-
CM058173.1_7734635-7736646r	CM058173.1_7734635-7736646r_X3-7734635-7736601-IRN_018699	IRN_018699	accept	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.73-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.73-mRNA-1	strict	CM058173.1	7734635	7736601	-
CM058173.1_7734635-7736646r	CM058173.1_7734635-7736646r_X4-7734635-7736601-IRN_051541	IRN_051541	accept	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.73-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.73-mRNA-1	strict	CM058173.1	7734635	7736601	-
CM058173.1_7734635-7736646r	CM058173.1_7734635-7736646r_X5-7734635-7736646-IRN_031700	IRN_031700	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012563-T1	rna-Dmagna012563-T1	strict	CM058173.1	7734635	7736646	-
CM058173.1_8833956-8845128f	CM058173.1_8833956-8845128f_X1-8833956-8845128-IRN_013264	IRN_013264	reject	Dmagna_LRV_IRs_braker_fixed	g5130.t1	g5130.t1	fail	CM058173.1	8833956	8845128	+
CM058173.1_8833956-8845128f	CM058173.1_8833956-8845128f_X2-8839882-8841173-IRN_018694	IRN_018694	reject	Dmagna_LRV_rnd1	maker-CM058173.1-exonerate_protein2genome-gene-0.38-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.38-mRNA-1	fail	CM058173.1	8839882	8841173	+
CM058173.1_8833956-8845128f	CM058173.1_8833956-8845128f_X3-8839882-8841173-IRN_051537	IRN_051537	reject	Dmagna_LRV_snap-aug	maker-CM058173.1-exonerate_protein2genome-gene-0.38-mRNA-1	maker-CM058173.1-exonerate_protein2genome-gene-0.38-mRNA-1	fail	CM058173.1	8839882	8841173	+
CM058173.1_8833956-8845128f	CM058173.1_8833956-8845128f_X4-8840277-8841733-IRN_031967	IRN_031967	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna012822-T1	rna-Dmagna012822-T1	fail	CM058173.1	8840277	8841733	+
CM058174.1_3093660-3095155f	CM058174.1_3093660-3095155f_X1-3093660-3095155-IRN_014672	IRN_014672	reject	Dmagna_LRV_IRs_braker_fixed	g6399.t1	g6399.t1	fail	CM058174.1	3093660	3095155	+
CM058174.1_3093660-3095155f	CM058174.1_3093660-3095155f_X2-3093660-3095155-IRN_018700	IRN_018700	reject	Dmagna_LRV_rnd1	maker-CM058174.1-exonerate_protein2genome-gene-0.0-mRNA-1	maker-CM058174.1-exonerate_protein2genome-gene-0.0-mRNA-1	fail	CM058174.1	3093660	3095155	+
CM058174.1_3093660-3095155f	CM058174.1_3093660-3095155f_X3-3093660-3095155-IRN_051543	IRN_051543	reject	Dmagna_LRV_snap-aug	maker-CM058174.1-augustus-gene-1.1062-mRNA-1	maker-CM058174.1-augustus-gene-1.1062-mRNA-1	fail	CM058174.1	3093660	3095155	+
CM058174.1_3093660-3095155f	CM058174.1_3093660-3095155f_X4-3093851-3095155-IRN_040954	IRN_040954	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna022777-T1	rna-Dmagna022777-T1	fail	CM058174.1	3093851	3095155	+
CM058174.1_3771395-3773238r	CM058174.1_3771395-3773238r_X1-3771395-3773148-IRN_018701	IRN_018701	reject	Dmagna_LRV_rnd1	maker-CM058174.1-exonerate_protein2genome-gene-0.10-mRNA-1	maker-CM058174.1-exonerate_protein2genome-gene-0.10-mRNA-1	relaxed	CM058174.1	3771395	3773148	-
CM058174.1_3771395-3773238r	CM058174.1_3771395-3773238r_X2-3771395-3773238-IRN_014782	IRN_014782	accept	Dmagna_LRV_IRs_braker_fixed	g6498.t1	g6498.t1	strict	CM058174.1	3771395	3773238	-
CM058174.1_3771395-3773238r	CM058174.1_3771395-3773238r_X3-3771395-3773238-IRN_051544	IRN_051544	accept	Dmagna_LRV_snap-aug	maker-CM058174.1-augustus-gene-1.1065-mRNA-1	maker-CM058174.1-augustus-gene-1.1065-mRNA-1	strict	CM058174.1	3771395	3773238	-
CM058174.1_5956054-5957849f	CM058174.1_5956054-5957849f_X1-5956054-5957849-IRN_015238	IRN_015238	accept	Dmagna_LRV_IRs_braker_fixed	g6908.t1	g6908.t1	relaxed	CM058174.1	5956054	5957849	+
CM058174.1_5956054-5957849f	CM058174.1_5956054-5957849f_X2-5956054-5957849-IRN_018703	IRN_018703	accept	Dmagna_LRV_rnd1	maker-CM058174.1-exonerate_protein2genome-gene-0.3-mRNA-1	maker-CM058174.1-exonerate_protein2genome-gene-0.3-mRNA-1	relaxed	CM058174.1	5956054	5957849	+
CM058174.1_5956054-5957849f	CM058174.1_5956054-5957849f_X3-5956054-5957849-IRN_041817	IRN_041817	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna023631-T1	rna-Dmagna023631-T1	relaxed	CM058174.1	5956054	5957849	+
CM058174.1_5956054-5957849f	CM058174.1_5956054-5957849f_X4-5956054-5957849-IRN_051513	IRN_051513	accept	Dmagna_LRV_snap-aug	augustus_masked-CM058174.1-processed-gene-1.453-mRNA-1	augustus_masked-CM058174.1-processed-gene-1.453-mRNA-1	relaxed	CM058174.1	5956054	5957849	+
CM058174.1_6711073-6713039f	CM058174.1_6711073-6713039f_X1-6711073-6713039-IRN_015377	IRN_015377	accept	Dmagna_LRV_IRs_braker_fixed	g7032.t1	g7032.t1	strict	CM058174.1	6711073	6713039	+
CM058174.1_6711073-6713039f	CM058174.1_6711073-6713039f_X2-6711073-6713039-IRN_018704	IRN_018704	accept	Dmagna_LRV_rnd1	maker-CM058174.1-exonerate_protein2genome-gene-0.6-mRNA-1	maker-CM058174.1-exonerate_protein2genome-gene-0.6-mRNA-1	strict	CM058174.1	6711073	6713039	+
