internal_id	source_id	source_header	safe_id	source_type	sequence_sha256	has_internal_stop	contig	start	end	strand	gene_id	transcript_id	final_output_id
IRN_004674	gnl|WGS:ZZZZ|Megafenestra_002009-P1	gnl|WGS:ZZZZ|Megafenestra_002009-P1 ess-2 splicing factor homolog	IRN_004674	protein_fasta	d0baf408af7ff559be1d42204ed75684ce942010636708f12bc3e3e4b9d8463a	false							
IRN_004675	gnl|WGS:ZZZZ|Megafenestra_002011-P1	gnl|WGS:ZZZZ|Megafenestra_002011-P1 staphylococcal nuclease domain-containing protein 1	IRN_004675	protein_fasta	86420ca09739eefc796a3558faae7d9456b4147461f193a73e9e0ce72e9e8fa6	false							
IRN_004676	gnl|WGS:ZZZZ|Megafenestra_002012-P1	gnl|WGS:ZZZZ|Megafenestra_002012-P1 uncharacterized protein Megafenestra_002012	IRN_004676	protein_fasta	9bda0ada6483c33b307048428a19dc4bd5946fe410135c9a74fe6aa1c0a40dcf	false							
IRN_004677	gnl|WGS:ZZZZ|Megafenestra_002013-P1	gnl|WGS:ZZZZ|Megafenestra_002013-P1 transient receptor potential-like	IRN_004677	protein_fasta	727cf45b7f310921546f4842d7c28f62ffe249a790648c86fe0691307036524f	false							
IRN_004678	gnl|WGS:ZZZZ|Megafenestra_002015-P1	gnl|WGS:ZZZZ|Megafenestra_002015-P1 defective in cullin neddylation 1 domain containing SCCRO	IRN_004678	protein_fasta	0585944bf405a064e39de5ca3d957c6381470d8cde41956891f8348382485932	false							
IRN_004679	gnl|WGS:ZZZZ|Megafenestra_002016-P1	gnl|WGS:ZZZZ|Megafenestra_002016-P1 LOW QUALITY PROTEIN: DNA replication licensing factor mcm7-like	IRN_004679	protein_fasta	9b68c8cefdba45d122739c9409f5b6abe00cba82a940ed82d7fcbf6781624660	false							
IRN_004680	gnl|WGS:ZZZZ|Megafenestra_002017-P1	gnl|WGS:ZZZZ|Megafenestra_002017-P1 mitochondrial single stranded DNA-binding protein	IRN_004680	protein_fasta	bd09ae7183af3e14987490020bea7a86a2e3aaea4069f351fd315550f296b4e5	false							
IRN_004681	gnl|WGS:ZZZZ|Megafenestra_002018-P1	gnl|WGS:ZZZZ|Megafenestra_002018-P1 solute carrier organic anion transporter family member 74D-like	IRN_004681	protein_fasta	b8c118e49b6689a39bce9ea62774a953abe15114adf79c920b1b005520e5def9	false							
IRN_004682	gnl|WGS:ZZZZ|Megafenestra_002019-P1	gnl|WGS:ZZZZ|Megafenestra_002019-P1 multiple C2 domain and transmembrane region protein	IRN_004682	protein_fasta	7380159e76f36177ed004897ea0ae75f21fed631aad9f5fa4a2932c125f91f20	false							
IRN_004683	gnl|WGS:ZZZZ|Megafenestra_002020-P1	gnl|WGS:ZZZZ|Megafenestra_002020-P1 uncharacterized protein Megafenestra_002020	IRN_004683	protein_fasta	49c2f5d3f475aad7685be61cd77175a349001f65cf69c66d3560124b9b361692	false							
IRN_004684	gnl|WGS:ZZZZ|Megafenestra_002021-P1	gnl|WGS:ZZZZ|Megafenestra_002021-P1 mitochondrial ribosomal protein S18C	IRN_004684	protein_fasta	20db4ac590e7a1c9978e7bb56b8921f5b75d485074e0bb9923d45e9da6df0ec0	false							
IRN_004685	gnl|WGS:ZZZZ|Megafenestra_002023-P1	gnl|WGS:ZZZZ|Megafenestra_002023-P1 ATPase family gene 2 protein homolog A	IRN_004685	protein_fasta	64b6d70d461b0af63ec7f6fec4cb4abaf3b8160826127250ce78180fb3f4c32a	false							
IRN_004686	gnl|WGS:ZZZZ|Megafenestra_002024-P1	gnl|WGS:ZZZZ|Megafenestra_002024-P1 alkaline phosphatase-like	IRN_004686	protein_fasta	f1b399a32aa39e6cc13db50a0addb566f03f9403cdb4f12968f703ffde2e33c0	false							
IRN_004687	gnl|WGS:ZZZZ|Megafenestra_002025-P1	gnl|WGS:ZZZZ|Megafenestra_002025-P1 apolipoprotein D-like	IRN_004687	protein_fasta	e69d5a86461fd74f163bfc5d945eb92ac20e218109ff460463bcd45bb5596285	false							
IRN_004688	gnl|WGS:ZZZZ|Megafenestra_002026-P1	gnl|WGS:ZZZZ|Megafenestra_002026-P1 ataxin-10	IRN_004688	protein_fasta	b9a46d9d32f8317ecf99e179c87461380a70b64afc2b766beaad6643c11e6885	false							
IRN_004689	gnl|WGS:ZZZZ|Megafenestra_002027-P1	gnl|WGS:ZZZZ|Megafenestra_002027-P1 neuromusculin	IRN_004689	protein_fasta	8631ad245e1aa7a846c950250ef447a92e413cecf06c3a880bd801fa52001c1f	false							
IRN_004690	gnl|WGS:ZZZZ|Megafenestra_002028-P1	gnl|WGS:ZZZZ|Megafenestra_002028-P1 uncharacterized protein Megafenestra_002028	IRN_004690	protein_fasta	62802216f11b940fe5cbca92c68617b205eea9d17ea42b0d48ebe3c85d7bc303	false							
IRN_004691	gnl|WGS:ZZZZ|Megafenestra_002029-P1	gnl|WGS:ZZZZ|Megafenestra_002029-P1 ACAT-related protein required for viability 1	IRN_004691	protein_fasta	15dc9f09c8d3bd16a75a2704c4aa0bd8ea0100761fb502858318a35073025766	false							
IRN_004692	gnl|WGS:ZZZZ|Megafenestra_002030-P1	gnl|WGS:ZZZZ|Megafenestra_002030-P1 grainy head	IRN_004692	protein_fasta	14eaa19ec8c097f1f4f2f0d3c01a5452a7ddf080bdf1689b4b4abbdd3f2abf4c	false							
IRN_004693	gnl|WGS:ZZZZ|Megafenestra_002032-P1	gnl|WGS:ZZZZ|Megafenestra_002032-P1 protein white-like	IRN_004693	protein_fasta	008da98a2d388e7dbd13a8a0e64acdd9f804c7b9976532a7ae329211a3bcd35d	false							
IRN_004694	gnl|WGS:ZZZZ|Megafenestra_002034-P1	gnl|WGS:ZZZZ|Megafenestra_002034-P1 uncharacterized protein Megafenestra_002034	IRN_004694	protein_fasta	61cabe86429d782502a96ec25061772bc8549daed97246f4babbefe2d1eb2c86	false							
IRN_004695	gnl|WGS:ZZZZ|Megafenestra_002035-P1	gnl|WGS:ZZZZ|Megafenestra_002035-P1 heparan sulfate 2-O-sulfotransferase hst-2-like	IRN_004695	protein_fasta	81fcea6237a24e2ca0bf09bc60f63234396fe6a4f03f0c746baf26c9a2c0d3f2	false							
IRN_004696	gnl|WGS:ZZZZ|Megafenestra_002036-P1	gnl|WGS:ZZZZ|Megafenestra_002036-P1 uncharacterized protein Megafenestra_002036	IRN_004696	protein_fasta	4bd1afde1fc3261cc001cf825b5c9e06ae43260cdf8f33151ae4cfeada12ab08	false							
IRN_004697	gnl|WGS:ZZZZ|Megafenestra_002037-P1	gnl|WGS:ZZZZ|Megafenestra_002037-P1 uncharacterized protein Megafenestra_002037	IRN_004697	protein_fasta	c49c4483e23eb6dd60d36d34c20ced8ec1f45bf07a64e6a3f5b6d92e0635ebe2	false							
IRN_004698	gnl|WGS:ZZZZ|Megafenestra_002038-P1	gnl|WGS:ZZZZ|Megafenestra_002038-P1 serine and arginine rich splicing factor B52	IRN_004698	protein_fasta	5ae41cfd1a716762ec24337e55c9c77480372f6c03ea9b52f4d8dfcd8d6025bb	false							
IRN_004699	gnl|WGS:ZZZZ|Megafenestra_002039-P1	gnl|WGS:ZZZZ|Megafenestra_002039-P1 oxysterol-binding protein-related protein 1	IRN_004699	protein_fasta	ad318312b4e0fb504bcb650898b7db60f9a44364f9ce6de6fe457c4600bbb424	false							
IRN_004700	gnl|WGS:ZZZZ|Megafenestra_002040-P1	gnl|WGS:ZZZZ|Megafenestra_002040-P1 uncharacterized protein Megafenestra_002040	IRN_004700	protein_fasta	7750e227d76a97974a20fbfd8e0bf581c9d831204a99753db98c92007881fee8	false							
IRN_004701	gnl|WGS:ZZZZ|Megafenestra_002041-P1	gnl|WGS:ZZZZ|Megafenestra_002041-P1 uncharacterized protein Megafenestra_002041	IRN_004701	protein_fasta	16f58491882f99ba795cb5603242f1ba1db5bfb2fadad599837769a67c1544d7	false							
IRN_004702	gnl|WGS:ZZZZ|Megafenestra_002042-P1	gnl|WGS:ZZZZ|Megafenestra_002042-P1 allatotropins-like	IRN_004702	protein_fasta	13eecfc64fc346b68a3e270a379d211bf905997a90b95d63f891292ea0feae75	false							
IRN_004703	gnl|WGS:ZZZZ|Megafenestra_002043-P1	gnl|WGS:ZZZZ|Megafenestra_002043-P1 uncharacterized protein Megafenestra_002043	IRN_004703	protein_fasta	ea6d89296a9412e0a23dd9347c641744fdae170c6503d5692bc28d4cd067be99	false							
IRN_004704	gnl|WGS:ZZZZ|Megafenestra_002045-P1	gnl|WGS:ZZZZ|Megafenestra_002045-P1 soluble calcium-activated nucleotidase 1	IRN_004704	protein_fasta	072cfac6ef67915aaed86af6d8e61a2acf4c384cb9634947c86bd00f2312340c	false							
IRN_004705	gnl|WGS:ZZZZ|Megafenestra_002046-P1	gnl|WGS:ZZZZ|Megafenestra_002046-P1 rab11 family-interacting protein 4B-like	IRN_004705	protein_fasta	32a655c345aba8c9ccbbffa703ca53d1cc8c79cb578a06d81bd28e707cd5ab3b	false							
IRN_004706	gnl|WGS:ZZZZ|Megafenestra_002047-P1	gnl|WGS:ZZZZ|Megafenestra_002047-P1 4-aminobutyrate aminotransferase	IRN_004706	protein_fasta	ef0dad5c1c5dc50e5bd6bd3b2402e6030f0af82815bd934ca087376ff5cf0bbe	false							
IRN_004707	gnl|WGS:ZZZZ|Megafenestra_002048-P1	gnl|WGS:ZZZZ|Megafenestra_002048-P1 uncharacterized protein Megafenestra_002048	IRN_004707	protein_fasta	9f44b0487afefc2f6e049166958415ba3b270e54d1f810e84c7a933003e8df2d	false							
IRN_004708	gnl|WGS:ZZZZ|Megafenestra_002049-P1	gnl|WGS:ZZZZ|Megafenestra_002049-P1 WD repeat domain 81	IRN_004708	protein_fasta	44f5efac986da9131560b7d8ca8ff35748e467069499e5c14ab0a58305c3d74a	false							
IRN_004709	gnl|WGS:ZZZZ|Megafenestra_002050-P1	gnl|WGS:ZZZZ|Megafenestra_002050-P1 uncharacterized protein Megafenestra_002050	IRN_004709	protein_fasta	6467f6371cb4f8791d12ceabafe977471ccd623740d710acf714cc71802929d7	false							
IRN_004710	gnl|WGS:ZZZZ|Megafenestra_002051-P1	gnl|WGS:ZZZZ|Megafenestra_002051-P1 CCR4-associated factor Not3	IRN_004710	protein_fasta	e422f8c9b16fcf34dd4e80a10d4f1263dbc4245179ec0ea4afc4b4f0bbb7f4b9	false							
IRN_004711	gnl|WGS:ZZZZ|Megafenestra_002052-P1	gnl|WGS:ZZZZ|Megafenestra_002052-P1 UFM1 specific peptidase 1	IRN_004711	protein_fasta	01094551b74ddefe299baec518ce71a9564a60faa6bdfc6c61deb644c7c8cb21	false							
IRN_004712	gnl|WGS:ZZZZ|Megafenestra_002053-P1	gnl|WGS:ZZZZ|Megafenestra_002053-P1 transforming growth factor-beta-induced protein ig-h3-like	IRN_004712	protein_fasta	03206a7a7ad203171d6f838731b873aec477a6ddd25b64c61c44b82ea3911b21	false							
IRN_004713	gnl|WGS:ZZZZ|Megafenestra_002054-P1	gnl|WGS:ZZZZ|Megafenestra_002054-P1 omega-amidase NIT2	IRN_004713	protein_fasta	e2c1c1b0ea75bfd1da5c186254138dbf297e357b31c77ce077d58ec1a16b12fd	false							
IRN_004714	gnl|WGS:ZZZZ|Megafenestra_002056-P1	gnl|WGS:ZZZZ|Megafenestra_002056-P1 WD repeat-containing protein 46	IRN_004714	protein_fasta	200b36156a8aabe793d43789e95a5a76490e9c5aae35c333dbb755fcd5f85cf8	false							
IRN_004715	gnl|WGS:ZZZZ|Megafenestra_002057-P1	gnl|WGS:ZZZZ|Megafenestra_002057-P1 uncharacterized protein Megafenestra_002057	IRN_004715	protein_fasta	bed5cb80b61527741e493f6e006156cd216c5118e3139f2cd5cb1fd2b373ed07	false							
IRN_004716	gnl|WGS:ZZZZ|Megafenestra_002058-P1	gnl|WGS:ZZZZ|Megafenestra_002058-P1 uncharacterized protein Megafenestra_002058, partial	IRN_004716	protein_fasta	0403c3a6ef46f975ac81b2551f4dec1202ac3e59d75c714c5739d476330c908e	false							
IRN_004717	gnl|WGS:ZZZZ|Megafenestra_002059-P1	gnl|WGS:ZZZZ|Megafenestra_002059-P1 I-kappaB kinase epsilon	IRN_004717	protein_fasta	e9503f0c99e72207a765a1e2841c00c8b711de27922cc1bcd2a90022270d5c41	false							
IRN_004718	gnl|WGS:ZZZZ|Megafenestra_002062-P1	gnl|WGS:ZZZZ|Megafenestra_002062-P1 protein partner of snf	IRN_004718	protein_fasta	ab7fed34b2317cc540b56c5efd320ae492ecb83d5ae27da0d121edd11db1a355	false							
IRN_004719	gnl|WGS:ZZZZ|Megafenestra_002063-P1	gnl|WGS:ZZZZ|Megafenestra_002063-P1 importin-4-like	IRN_004719	protein_fasta	24820959bea4b3dc21492bf8afae04a46e930497b79cf98b963ef6c8ab096db4	false							
IRN_004720	gnl|WGS:ZZZZ|Megafenestra_002064-P1	gnl|WGS:ZZZZ|Megafenestra_002064-P1 cytochrome P450 3A2-like	IRN_004720	protein_fasta	357da2552578b3ddecb9e76fbf96c13c810343d2cb24b59e29f1a4636620fe01	false							
IRN_004721	gnl|WGS:ZZZZ|Megafenestra_002065-P1	gnl|WGS:ZZZZ|Megafenestra_002065-P1 putative methyltransferase-like protein 24	IRN_004721	protein_fasta	5775b08bb74b9d58879d5b55d5fe647e99586f0dbb6c4a3a60d89c0c1dec74f5	false							
IRN_004722	gnl|WGS:ZZZZ|Megafenestra_002066-P1	gnl|WGS:ZZZZ|Megafenestra_002066-P1 transport and golgi organization 4	IRN_004722	protein_fasta	bd73fed4057c980fb9ff81d132a988f848d5b3b79c8de6961616e2ea8878fe3c	false							
IRN_004723	gnl|WGS:ZZZZ|Megafenestra_002068-P1	gnl|WGS:ZZZZ|Megafenestra_002068-P1 adenylate cyclase type 2-like	IRN_004723	protein_fasta	ffe7c3cb3466ae9d9c6f6c76a797e4c17bfde8560696f6e0051eaa137ce5d835	false							
IRN_004724	gnl|WGS:ZZZZ|Megafenestra_002069-P1	gnl|WGS:ZZZZ|Megafenestra_002069-P1 cytochrome P450 3A31-like	IRN_004724	protein_fasta	627f89beb7a8ed585e1f8abc977fb952fd3ea286ed684561306ed8c480751817	false							
IRN_004725	gnl|WGS:ZZZZ|Megafenestra_002070-P1	gnl|WGS:ZZZZ|Megafenestra_002070-P1 cytochrome P450 3A11-like	IRN_004725	protein_fasta	ede266e711525552f2316f1efc09af9200e69724c329651579bd0fd73b03cf8f	false							
IRN_004726	gnl|WGS:ZZZZ|Megafenestra_002071-P1	gnl|WGS:ZZZZ|Megafenestra_002071-P1 cytochrome P450 3A41-like	IRN_004726	protein_fasta	3a501430cc64ce1d04a39b8453b3f89020c46fdc852a84ae80158f5fcaa39de4	false							
IRN_004727	gnl|WGS:ZZZZ|Megafenestra_002072-P1	gnl|WGS:ZZZZ|Megafenestra_002072-P1 LOW QUALITY PROTEIN: sodium leak channel non-selective protein na	IRN_004727	protein_fasta	671920e8f590fcb89e1d1f14ef40cc8ea0cffc2de1a27ec36a109363b9e027d1	false							
IRN_004728	gnl|WGS:ZZZZ|Megafenestra_002073-P1	gnl|WGS:ZZZZ|Megafenestra_002073-P1 LOW QUALITY PROTEIN: cytochrome P450 4c3-like	IRN_004728	protein_fasta	655d200b35483ea4cbe62fc504db73488e600ea25e235598e5063279796e06f6	false							
IRN_004729	gnl|WGS:ZZZZ|Megafenestra_002076-P1	gnl|WGS:ZZZZ|Megafenestra_002076-P1 mitochondrial ribosomal protein L20	IRN_004729	protein_fasta	a65456f67f008ae6483cffcb186898606a44c2ee0e3ca870e3b28626dec9222b	false							
IRN_004730	gnl|WGS:ZZZZ|Megafenestra_002077-P1	gnl|WGS:ZZZZ|Megafenestra_002077-P1 serine/threonine-protein kinase 11-interacting protein	IRN_004730	protein_fasta	00647696dbb1bae6a98da807f703fd58ca504751ea79561d25490dbe32d11b8c	false							
IRN_004731	gnl|WGS:ZZZZ|Megafenestra_002078-P1	gnl|WGS:ZZZZ|Megafenestra_002078-P1 amphiphysin	IRN_004731	protein_fasta	eee6b713d9c11a1c769a631e82045aca3a720059882527b7e0370fd48f6137a3	false							
IRN_004732	gnl|WGS:ZZZZ|Megafenestra_002080-P1	gnl|WGS:ZZZZ|Megafenestra_002080-P1 mitochondrial ribosomal protein L51	IRN_004732	protein_fasta	5b7e5d5b23a5031000c186773312d1cd344b1ae0aa5542bc773e0ae058e88d72	false							
IRN_004733	gnl|WGS:ZZZZ|Megafenestra_002081-P1	gnl|WGS:ZZZZ|Megafenestra_002081-P1 vitelline membrane outer layer protein 1-like	IRN_004733	protein_fasta	ed30e2b48d741f9b9a799d82aa487453cc4dcfdd9c82d5c8a1bb51d05ddda7f8	false							
IRN_004734	gnl|WGS:ZZZZ|Megafenestra_002082-P1	gnl|WGS:ZZZZ|Megafenestra_002082-P1 lysosomal acid glucosylceramidase-like	IRN_004734	protein_fasta	b041ba2c50e8e189500f870d62ced2df987ac0744834b0080b77b316feba359e	false							
IRN_004735	gnl|WGS:ZZZZ|Megafenestra_002083-P1	gnl|WGS:ZZZZ|Megafenestra_002083-P1 lysosomal acid glucosylceramidase-like	IRN_004735	protein_fasta	39e012b3defe7e11a16e17f0eb5f7c041abde64537ae3793b81f2b1c9ea3e8dc	false							
IRN_004736	gnl|WGS:ZZZZ|Megafenestra_002084-P1	gnl|WGS:ZZZZ|Megafenestra_002084-P1 uncharacterized protein Megafenestra_002084	IRN_004736	protein_fasta	41a32d11de845b084c82ab7d4f1c6ce8b1a8a959f2d01c16d9624517769637c6	false							
IRN_004737	gnl|WGS:ZZZZ|Megafenestra_002085-P1	gnl|WGS:ZZZZ|Megafenestra_002085-P1 uncharacterized protein Megafenestra_002085	IRN_004737	protein_fasta	6181ed0e754af1d727bbaf0e331af241da41607509b45ec03383a522a94ed6ec	false							
IRN_004738	gnl|WGS:ZZZZ|Megafenestra_002086-P1	gnl|WGS:ZZZZ|Megafenestra_002086-P1 protein Wnt-4-like	IRN_004738	protein_fasta	e61dfd36e55451bbdd3196c7d7705247066a658a2fae92d95bb61d167ab4f6de	false							
IRN_004739	gnl|WGS:ZZZZ|Megafenestra_002087-P1	gnl|WGS:ZZZZ|Megafenestra_002087-P1 uncharacterized protein Megafenestra_002087	IRN_004739	protein_fasta	222bfdedbc695da0826847ad1e5dde8f28564fcc4cde25d75526fab7afb4c66b	false							
IRN_004740	gnl|WGS:ZZZZ|Megafenestra_002088-P1	gnl|WGS:ZZZZ|Megafenestra_002088-P1 tubulin folding cofactor D	IRN_004740	protein_fasta	f6b4a1e4356e44eb23af01da94afed98771aa4de70a00450acd8c34516bf9c7b	false							
IRN_004741	gnl|WGS:ZZZZ|Megafenestra_002089-P1	gnl|WGS:ZZZZ|Megafenestra_002089-P1 uncharacterized protein Megafenestra_002089	IRN_004741	protein_fasta	3a593653d659199f947c9ea0628535f74f441ccc4f2034a03f50c5895e5541e4	false							
IRN_004742	gnl|WGS:ZZZZ|Megafenestra_002091-P1	gnl|WGS:ZZZZ|Megafenestra_002091-P1 alpha-mannosidase 2-like	IRN_004742	protein_fasta	160dac085adbb220a229e0958c267d93e1bfce1024f952d4cb373ec88b5dfd45	false							
IRN_004743	gnl|WGS:ZZZZ|Megafenestra_002092-P1	gnl|WGS:ZZZZ|Megafenestra_002092-P1 LOW QUALITY PROTEIN: alpha-mannosidase 2x-like	IRN_004743	protein_fasta	5ba3adfad6db9204f61677414f64d05edcf6e90aa67de8b7fae44a8c60ef152f	false							
IRN_004744	gnl|WGS:ZZZZ|Megafenestra_002093-P1	gnl|WGS:ZZZZ|Megafenestra_002093-P1 uncharacterized protein Megafenestra_002093	IRN_004744	protein_fasta	33b9771a0dff42082ba9d260fddaa3eaa051f563304f8d7f90db6f1de2a9b107	false							
IRN_004745	gnl|WGS:ZZZZ|Megafenestra_002094-P1	gnl|WGS:ZZZZ|Megafenestra_002094-P1 major facilitator superfamily domain-containing protein 6 jef	IRN_004745	protein_fasta	787847cfeb8431ccb89c357dbd084e0ba3cd886b559611241d5313deb3b503e3	false							
IRN_004746	gnl|WGS:ZZZZ|Megafenestra_002095-P1	gnl|WGS:ZZZZ|Megafenestra_002095-P1 uncharacterized protein Megafenestra_002095	IRN_004746	protein_fasta	e4659794ac546036fe04d6d3ea9fbd1e20f493f3f93d07fba1f052ef16c155cb	false							
IRN_004747	gnl|WGS:ZZZZ|Megafenestra_002096-P1	gnl|WGS:ZZZZ|Megafenestra_002096-P1 E2F-associated phosphoprotein-like	IRN_004747	protein_fasta	6b76a5d9022dc53b607f9a1f2127385035d5ed31d1a95dd27b6a6fe80ac69217	false							
IRN_004748	gnl|WGS:ZZZZ|Megafenestra_002097-P1	gnl|WGS:ZZZZ|Megafenestra_002097-P1 calmodulin, partial	IRN_004748	protein_fasta	4239a4a97be30995f3117c9625f03fe4f0df4b2285543edbe76a64c69c51f004	false							
IRN_004749	gnl|WGS:ZZZZ|Megafenestra_002098-P1	gnl|WGS:ZZZZ|Megafenestra_002098-P1 protein MEMO1	IRN_004749	protein_fasta	def57f5f9da04bf1590fe845841434945a508bc8623cf148dde65452472fa614	false							
IRN_004750	gnl|WGS:ZZZZ|Megafenestra_002099-P1	gnl|WGS:ZZZZ|Megafenestra_002099-P1 LOW QUALITY PROTEIN: transient receptor potential cation channel subfamily V member 6-like	IRN_004750	protein_fasta	e6583f62669bd943efd0b570b665dbe9864a3b466a0b6086c7b5c8821c99b598	false							
IRN_004751	gnl|WGS:ZZZZ|Megafenestra_002100-P1	gnl|WGS:ZZZZ|Megafenestra_002100-P1 uncharacterized protein Megafenestra_002100	IRN_004751	protein_fasta	52c434077658b04a3e89a7cc6a1dc76f97dc90c859f2984c7fb70a3092270a81	false							
IRN_004752	gnl|WGS:ZZZZ|Megafenestra_002103-P1	gnl|WGS:ZZZZ|Megafenestra_002103-P1 syntaxin 18	IRN_004752	protein_fasta	1faafbeda2389dd315231908ef03ccb0fb150807381345b47bf3d2d446bcc0aa	false							
IRN_004753	gnl|WGS:ZZZZ|Megafenestra_002104-P1	gnl|WGS:ZZZZ|Megafenestra_002104-P1 heme oxygenase	IRN_004753	protein_fasta	843c70e7811f0799957cd13c07dc633b8d16e4f9bfb20e198b7f5ad459736e82	false							
IRN_004754	gnl|WGS:ZZZZ|Megafenestra_002105-P1	gnl|WGS:ZZZZ|Megafenestra_002105-P1 long-chain-fatty-acid--CoA ligase ACSBG2-like	IRN_004754	protein_fasta	39ef1e921f32e83eb79e769ec5b06ed7ffda9efe63204c481b69b7590c899f26	false							
IRN_004755	gnl|WGS:ZZZZ|Megafenestra_002106-P1	gnl|WGS:ZZZZ|Megafenestra_002106-P1 uncharacterized protein Megafenestra_002106	IRN_004755	protein_fasta	bd3291872efa818ea0cac8fe77420cc88aa71d29f7f7b227b03f99f63e1d2546	false							
IRN_004756	gnl|WGS:ZZZZ|Megafenestra_002107-P1	gnl|WGS:ZZZZ|Megafenestra_002107-P1 myosin light chain kinase A-like	IRN_004756	protein_fasta	c4ac07ce7a4b8bbcd98667fc258133ebcef0d21791220ae72e59ebdbacdb2961	false							
IRN_004757	gnl|WGS:ZZZZ|Megafenestra_002108-P1	gnl|WGS:ZZZZ|Megafenestra_002108-P1 CAP-Gly domain-containing linker protein 3-like	IRN_004757	protein_fasta	46e490cc193e4aee0f7880511a0a780d03055d4795fe2b350ecddaf82f9c837c	false							
IRN_004758	gnl|WGS:ZZZZ|Megafenestra_002109-P1	gnl|WGS:ZZZZ|Megafenestra_002109-P1 ubiquitin-conjugating enzyme E2 R2	IRN_004758	protein_fasta	968e7ca7d37577669c048e06e192199ecb75e1261a0d0ff3c0678792c29dda44	false							
IRN_004759	gnl|WGS:ZZZZ|Megafenestra_002110-P1	gnl|WGS:ZZZZ|Megafenestra_002110-P1 RNA exonuclease 1 homolog	IRN_004759	protein_fasta	f355b733a20b40cefe4387423717b09c7e0f7be926439fedb94546a300889cb3	false							
IRN_004760	gnl|WGS:ZZZZ|Megafenestra_002115-P1	gnl|WGS:ZZZZ|Megafenestra_002115-P1 chitin deacetylase Cda4	IRN_004760	protein_fasta	2c956eceeb40b97cdb4f49cdaae29ada5d70fc1f3f7cda17f06c9afd7da00915	false							
IRN_004761	gnl|WGS:ZZZZ|Megafenestra_002116-P1	gnl|WGS:ZZZZ|Megafenestra_002116-P1 ELL-associated factor	IRN_004761	protein_fasta	f2c66ac6d79897ccaa04edf456d5e4b676a240cec9a71106b0a9a9f35c375a6b	false							
IRN_004762	gnl|WGS:ZZZZ|Megafenestra_002117-P1	gnl|WGS:ZZZZ|Megafenestra_002117-P1 cyclin-dependent kinase 12	IRN_004762	protein_fasta	8a548361c9e440c2c8ef752f07157b4011f2265c9cd865907679080f3bf473a3	false							
IRN_004763	gnl|WGS:ZZZZ|Megafenestra_002118-P1	gnl|WGS:ZZZZ|Megafenestra_002118-P1 alpha-N-acetylgalactosaminidase-like	IRN_004763	protein_fasta	52d9858eb1fcabc187c2b852bfab4fdbd6d8d790e81e382074faaebb14aab93c	false							
IRN_004764	gnl|WGS:ZZZZ|Megafenestra_002119-P1	gnl|WGS:ZZZZ|Megafenestra_002119-P1 uncharacterized protein Megafenestra_002119	IRN_004764	protein_fasta	216c0c8a4d4113e944a3cd3a8cd10a9d20fa16b4c9dee5101b196eccfdaab28c	false							
IRN_004765	gnl|WGS:ZZZZ|Megafenestra_002120-P1	gnl|WGS:ZZZZ|Megafenestra_002120-P1 thioredoxin-like protein Dim1	IRN_004765	protein_fasta	cff5010aa343d137b2fca06f7e2f1ace32d90bd377a68da05c3c50315fbe1eae	false							
IRN_004766	gnl|WGS:ZZZZ|Megafenestra_002121-P1	gnl|WGS:ZZZZ|Megafenestra_002121-P1 voltage-gated inwardly rectifying potassium channel KCNH7-like	IRN_004766	protein_fasta	d71cd9e4a2b58b52e9422cd708c8aee1a933646b15a56c5b652b6e85b6317e30	false							
IRN_004767	gnl|WGS:ZZZZ|Megafenestra_002122-P1	gnl|WGS:ZZZZ|Megafenestra_002122-P1 C-terminal Src kinase	IRN_004767	protein_fasta	95f97e0bd54e58713f74404ce953738950c73a54e004c8f80fe4a95175ed1628	false							
IRN_004768	gnl|WGS:ZZZZ|Megafenestra_002123-P1	gnl|WGS:ZZZZ|Megafenestra_002123-P1 histone PARylation factor 1	IRN_004768	protein_fasta	72a8a36e5e1b276486cce286d2ad1eab33d522f04ded15344d94a17252ff7d07	false							
IRN_004769	gnl|WGS:ZZZZ|Megafenestra_002125-P1	gnl|WGS:ZZZZ|Megafenestra_002125-P1 ADP ribosylation factor-like 2	IRN_004769	protein_fasta	cc2f4cad05892de94e7f61f85452cdbf9cb313459d713095c7b31c0ea2b98da2	false							
IRN_004770	gnl|WGS:ZZZZ|Megafenestra_002126-P1	gnl|WGS:ZZZZ|Megafenestra_002126-P1 chaperonin containing TCP1 subunit 8	IRN_004770	protein_fasta	0926b3830afcbc7b6bbb5345573e03c9c1311317cbf59a5618800f5c10fa0e3d	false							
IRN_004771	gnl|WGS:ZZZZ|Megafenestra_002127-P1	gnl|WGS:ZZZZ|Megafenestra_002127-P1 putative G-protein coupled receptor CG31760, partial	IRN_004771	protein_fasta	651e4ee26bc9b63765b651a7c5a177da634e61206de59edfa2dccb2a3b8498f9	false							
IRN_004772	gnl|WGS:ZZZZ|Megafenestra_002129-P1	gnl|WGS:ZZZZ|Megafenestra_002129-P1 LOW QUALITY PROTEIN: mitotic checkpoint serine/threonine-protein kinase BUB1-like	IRN_004772	protein_fasta	3d31d0305f3a782d7f5357fd83006179d70d902dced7056c43e571d07ef7970b	false							
IRN_004773	gnl|WGS:ZZZZ|Megafenestra_002130-P1	gnl|WGS:ZZZZ|Megafenestra_002130-P1 uncharacterized protein Megafenestra_002130	IRN_004773	protein_fasta	58fae2112ae74f57b512ce7003eb115407e36c65db5196699baceb29ccf48b12	false							
