canonical_internal_id	provisional_internal_id	annotation_track	source_id	transcript_id	cds_signature	sequence_sha256
IRN_019747	IRN_019926	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001140-T1	rna-Dmagna001140-T1	CM058172.1|+|4909192-4909462-0,4909537-4909683-2,4909886-4910202-2,4910491-4910569-0,4910691-4910951-2,4911047-4911308-2,4912510-4912762-1,4913240-4913362-0	de545e0676e46f69b01ed256b25792163afd83f27e4df4687fef405e88d00334
IRN_019748	IRN_019927	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001141-T1	rna-Dmagna001141-T1	CM058172.1|+|4922604-4924223-0,4924337-4924657-0,4925126-4926086-0,4927504-4927751-2,4927998-4928270-0,4928343-4929178-0,4929340-4929364-1	23846647898d1093a9f1ad905571f40fef0941904b4d707130eb54ca93aa39ad
IRN_019749	IRN_019928	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001142-T1	rna-Dmagna001142-T1	CM058172.1|+|4930945-4931144-0,4931372-4931559-1,4931637-4931653-2	18bbca015460c6ffa79122299b3c395bdea64292025fcd869b65d3b0a8af3ea1
IRN_019750	IRN_019929	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001143-T1	rna-Dmagna001143-T1	CM058172.1|-|4932944-4933116-2,4933487-4933637-0	d26eea14c95fa0a8d72794161f1f65511ea80794009250e0e049ca3a6422deb5
IRN_019751	IRN_019930	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001144-T1	rna-Dmagna001144-T1	CM058172.1|+|4934353-4935066-0,4935275-4935439-0,4935549-4936082-0,4936188-4936340-0,4936757-4936855-0,4936920-4937489-0,4938205-4938350-0,4938509-4938779-1,4938849-4939650-0,4939723-4939939-2,4939998-4941025-1,4941130-4941619-2,4941728-4942346-1,4942438-4943805-0,4943885-4944151-0,4944236-4944547-0,4944625-4944963-0	c2b1138505fb2740d038113efdefd5c8602c0cc7850033aa83f0d995c09a66d5
IRN_019752	IRN_019931	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001144-T2	rna-Dmagna001144-T2	CM058172.1|+|4935218-4935439-0,4935549-4936082-0,4936188-4936340-0,4936757-4936855-0,4936920-4937489-0,4938205-4938350-0,4938509-4938779-1,4938849-4939650-0,4939723-4939939-2,4939998-4941025-1,4941130-4941619-2,4941728-4942346-1,4942438-4943805-0,4943885-4944151-0,4944236-4944547-0,4944625-4944963-0	5b2a3d73855f1e25d46ad4813f583593cfd3c18d7283714dbb5500d2b636d134
IRN_019753	IRN_019932	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001145-T1	rna-Dmagna001145-T1	CM058172.1|-|4945931-4945997-1,4946261-4946357-2,4946522-4946648-0	380cfd551ca80f79df49b48d5db0928e960dd271e7c486ab73df4de94be82014
IRN_019754	IRN_019933	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001146-T1	rna-Dmagna001146-T1	CM058172.1|+|4946820-4946952-0,4947188-4947224-2,4947385-4947625-1	5d84503c7ea2529e71aaabee2cd9fac7c3b4ae9040b4075e8de6dc04110f14ff
IRN_019755	IRN_019934	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001147-T1	rna-Dmagna001147-T1	CM058172.1|-|4949484-4949501-0,4949565-4949712-1,4949807-4949884-1,4949945-4949969-2,4950023-4950117-1,4950233-4950264-0	c3565d268367028716668988f05d434cda52c04e75635c8aa67b3fe0f39fc648
IRN_019756	IRN_019935	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001148-T1	rna-Dmagna001148-T1	CM058172.1|-|4951769-4952923-0,4952999-4953019-0	e4060cd7d0e60f3c27fc3f5e6aa8a1c23bc474eaae4d50abd3ded5e593389bf1
IRN_019757	IRN_019936	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001149-T1	rna-Dmagna001149-T1	CM058172.1|-|4953065-4953096-2,4953208-4953271-0,4953535-4953600-0,4953658-4953724-1,4953806-4953843-0	3d5bacd0f9a5384c9478f52c8c70c4dc2bc7fd94a21982c10f24892782dc432f
IRN_019758	IRN_019937	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001150-T1	rna-Dmagna001150-T1	CM058172.1|-|4954276-4954445-2,4954539-4954800-0,4954871-4954951-0,4955019-4955352-1,4955443-4955597-0,4955677-4956085-1,4956166-4956405-1,4956467-4956627-0	7f76c07d5ec9259c661567af068bedc01d964528b1f7907f21e02847c6f58dc4
IRN_019759	IRN_019938	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001151-T1	rna-Dmagna001151-T1	CM058172.1|-|4957262-4958058-2,4958115-4959534-0	886c92e89ed32edbe3fa516dcbb1b5ce29a385a84d75f7d855fd84e4eb83116d
IRN_019760	IRN_019939	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001152-T1	rna-Dmagna001152-T1	CM058172.1|-|4962414-4962594-1,4962648-4962829-0,4962915-4963010-0	866cb3f2768db2da39a5f7dd7dd853efebd42e6ad77f00541c70444de4770155
IRN_019761	IRN_019940	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001153-T1	rna-Dmagna001153-T1	CM058172.1|+|4963692-4963892-0,4963973-4964034-0,4964098-4964219-1,4964710-4964824-2,4964881-4965043-1,4965111-4965191-0,4965271-4965429-0,4965484-4965568-0,4965633-4965733-2,4965803-4965847-0,4965924-4966007-0,4966066-4966125-0	6bd74a9a0eea28f8a8e12c6651e5cae9ac1f39fb5ea1cb4441a80037475e2be0
IRN_019762	IRN_019941	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001154-T1	rna-Dmagna001154-T1	CM058172.1|+|4969423-4969551-0,4969628-4969934-0,4971422-4971471-2	c610f50c86de06462dfc7b080e37efa6a02c9c7fb4f02043485934db4e8a093f
IRN_019763	IRN_019942	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001155-T1	rna-Dmagna001155-T1	CM058172.1|+|4973282-4973342-0,4974526-4974801-2,4974882-4975008-2,4975093-4975207-1,4975287-4977149-0	fbdb53aef8f3853ab818166980a5ee2b744c0c70d1dcbec4778b55b219ab679e
IRN_019764	IRN_019943	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001156-T1	rna-Dmagna001156-T1	CM058172.1|+|4985884-4986060-0,4986119-4986311-0,4986374-4986598-2,4986672-4986855-2,4986951-4987293-1	32facb5da5547433b75500543a106b41c8695d0fd90a947bb8002827b0dc862e
IRN_019765	IRN_019944	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001157-T1	rna-Dmagna001157-T1	CM058172.1|-|4987459-4987565-2,4987626-4987794-0,4987881-4988142-1,4988213-4988420-2,4988507-4988598-1,4988656-4988738-0,4988812-4988985-0,4989050-4989191-1,4989256-4989365-0,4989449-4989568-0,4989674-4989836-1,4989941-4990118-2,4990199-4990357-2,4990435-4990603-0,4990666-4990796-2,4990908-4991037-0,4991118-4991504-0	bca1c2dfc7896f8da4c5e786bef59dc6e623db15291b73c56ef4bd8346fb56ad
IRN_019766	IRN_019945	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001158-T1	rna-Dmagna001158-T1	CM058172.1|+|4992821-4992874-0,4992926-4992981-0,4993253-4993324-1,4993376-4993555-1,4994585-4994654-1,4994724-4994732-0	460aea2e9342346e4f553c5b3e2032b4f9afe6d3bf5228bd3bc0b7d58cccec8b
IRN_019767	IRN_019947	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001161-T1	rna-Dmagna001161-T1	CM058172.1|+|5000388-5000451-0,5000647-5000796-2,5000862-5001094-2	d2247e5363ebf1934b2e221eff68c0d3d944788dda2c5f93e91b57d34a469aab
IRN_019768	IRN_019950	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001164-T1	rna-Dmagna001164-T1	CM058172.1|-|5003591-5003659-0,5003721-5003819-0,5003881-5004009-0,5004065-5004274-0,5004458-5004589-0	10338183ec2e39f2d20a94269a48e28db91d5bef319abcf85c6cc77518f35b5b
IRN_019769	IRN_019951	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001165-T1	rna-Dmagna001165-T1	CM058172.1|-|5005875-5006282-0,5006352-5006622-1,5006812-5007274-2,5007346-5008591-0	6c00ae8751f46e2fda162b1787a8651dfe5f77540bd8c17d01ddf047ff4cf808
IRN_019770	IRN_019953	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001167-T1	rna-Dmagna001167-T1	CM058172.1|-|5013709-5014173-0,5014320-5014393-2,5014701-5014725-0,5014763-5014939-0,5015082-5015312-0,5015423-5016135-2,5016231-5016319-1,5017104-5017318-0	39150fcb600888466cc362bd6ab2750996eee3623cdeb4fbc3b1806685d1f3b7
IRN_019771	IRN_019954	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001168-T1	rna-Dmagna001168-T1	CM058172.1|-|5018676-5019033-1,5019336-5019373-0	70324dedde92cfef38efd59970e97e502eedae83780f084b73d436a6bd5ef6fb
IRN_019772	IRN_019955	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001169-T1	rna-Dmagna001169-T1	CM058172.1|-|5019555-5019652-2,5019726-5019945-0,5020041-5020559-0,5020640-5021201-1,5021265-5021410-0,5021482-5021730-0,5021830-5022046-1,5022121-5022227-0,5022293-5022408-2,5022470-5022586-2,5022667-5022760-0	e2cfbb86fd15df69b07c8a008f2041d2f0fd821fb2fcab7a5cd4e6d3b42f9d60
IRN_019773	IRN_019956	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001170-T1	rna-Dmagna001170-T1	CM058172.1|+|5027689-5027788-0,5028089-5028224-2,5028288-5028418-1,5028486-5028557-2,5028623-5028780-2,5028855-5029203-0,5029272-5030272-2	a1fc6de0a9f5f7620b9b09eee5c5d36681a8f05c3fd789fdccf8ec67c12ce50a
IRN_019774	IRN_019957	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001171-T1	rna-Dmagna001171-T1	CM058172.1|-|5031105-5031764-0,5031831-5032064-0,5032355-5032360-0	6d81b59ad554e5f09617c32fa955dc81f5447eb6e23f825b4c225e49e9d353f1
IRN_019775	IRN_019958	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001172-T1	rna-Dmagna001172-T1	CM058172.1|+|5032467-5032627-0,5032766-5032784-1	f414ce4525f8e698171c3985a203a8ed6af777b3497d02afba5431433130fb97
IRN_019776	IRN_019959	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001173-T1	rna-Dmagna001173-T1	CM058172.1|-|5032860-5033017-2,5033146-5033326-0,5033394-5033471-0,5033535-5033871-1,5033946-5034103-0,5034163-5034547-1,5034623-5034728-2,5035000-5035090-0,5035209-5035229-0	af87acb38d7ef9e65cd907f5e76ff06cca944a54ac2a62ab4283968e7098183c
IRN_019777	IRN_019960	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001174-T1	rna-Dmagna001174-T1	CM058172.1|-|5035874-5035968-2,5036034-5036141-2,5036234-5036336-0	30eb236175031a4b2e9a9d7a720388f2956ae1a754efc4001abb974cc652d52c
IRN_019778	IRN_019961	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001175-T1	rna-Dmagna001175-T1	CM058172.1|+|5037025-5038068-0	35f68c5505f9d4dca3076a9b8134982e84c4e0fd156d724c11f4fc00463e62b0
IRN_019779	IRN_019962	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001175-T2	rna-Dmagna001175-T2	CM058172.1|+|5037025-5038039-0,5038165-5038378-2,5038484-5038676-1	b51843348dc85daac8b82be8701103d93e3052aa5406d176995418bb4c795f55
IRN_019780	IRN_019963	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001176-T1	rna-Dmagna001176-T1	CM058172.1|-|5039391-5039588-0,5039715-5039773-2,5040135-5040138-0	c00909a566970372b70adf14ac4991d37e4559ba53103552fc6a496ba9580b97
IRN_019781	IRN_019964	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001177-T1	rna-Dmagna001177-T1	CM058172.1|+|5040463-5040465-0,5041408-5041432-0,5041508-5041651-2,5041746-5041865-2,5041922-5042053-2,5042131-5042156-2	d0c76f8e9d2a1de9cd2aba88c08303b278ba079962861ae9ab470263b10bf583
IRN_019782	IRN_019966	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001179-T1	rna-Dmagna001179-T1	CM058172.1|-|5046951-5047256-0	8844c74fb8183005d0a54e79600fcc0d762c724003439009926868c46f70a910
IRN_019783	IRN_019967	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001180-T1	rna-Dmagna001180-T1	CM058172.1|-|5047671-5047769-0,5048148-5048375-0,5048441-5049401-1,5049465-5051017-0,5051093-5051268-2,5052185-5052253-2,5052861-5052909-0,5053318-5053379-2,5053463-5053583-0,5053648-5053742-2,5053803-5053924-1,5056451-5056506-0	456d1b2e1fab45bbd27695358ac33ed965cd3522214e0ada7abddf805e39d2d1
IRN_019784	IRN_019968	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001181-T1	rna-Dmagna001181-T1	CM058172.1|-|5060462-5060653-0,5060763-5060798-0	34569a89112d7b40a191b977d4d9a18061a5ab5c56cca889c4fc7b3d4217163e
IRN_019785	IRN_019969	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001182-T1	rna-Dmagna001182-T1	CM058172.1|+|5061481-5061659-0,5061696-5061768-1	97f4c2d85a0a6946f77e38b764f479b1525f1c2d2d1d1b8e3b8e9ab7aa58e856
IRN_019786	IRN_019970	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001183-T1	rna-Dmagna001183-T1	CM058172.1|+|5065251-5065319-0,5065775-5065924-0	d81a171301a85b270734d30b994e694b9dc732dfae416943b040331a93ed8040
IRN_019787	IRN_019971	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001184-T1	rna-Dmagna001184-T1	CM058172.1|-|5069749-5070293-2,5070365-5070568-2,5070629-5070731-0	de4381d04601bff1e8b797c826cdd715cb8738e5ccb8592a4b302adb890a597c
IRN_019788	IRN_019972	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001185-T1	rna-Dmagna001185-T1	CM058172.1|+|5071264-5071284-0,5071757-5071768-0,5072442-5072537-0,5072816-5072902-0	4f26eefe1ffaf08409efb4305159fa1808b2a993750f1555a2e1faee334fb718
IRN_019789	IRN_019973	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001186-T1	rna-Dmagna001186-T1	CM058172.1|+|5075808-5075870-0,5076145-5076231-0,5076310-5076543-0,5076588-5076602-0	42c0da38a2d0e97434d2e63f0d2be989f5ce0346202e0e0581619d868ef27952
IRN_019790	IRN_019974	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001187-T1	rna-Dmagna001187-T1	CM058172.1|-|5081051-5081131-0,5081211-5081293-2,5081613-5081640-0	1ed28ad862e212d32fc1570c7b7377c1661df73c8b6964aacd362d1974a9482a
IRN_019791	IRN_019975	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001188-T1	rna-Dmagna001188-T1	CM058172.1|+|5085775-5085805-0,5086189-5086540-2,5086575-5086740-1	2d9941612a292a42af0c3e326bf9e643a726e9c38450c26ed6008756a27ecb3d
IRN_019792	IRN_019977	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001190-T1	rna-Dmagna001190-T1	CM058172.1|+|5088989-5089101-0,5089201-5089291-1	28f7a707696687155b01c07f23246c122e50506578f4eb51158f42c01a2eae19
IRN_019793	IRN_019978	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001191-T1	rna-Dmagna001191-T1	CM058172.1|-|5091981-5092277-0,5092466-5092474-0	f03e96a2a3a0f1502eb785190fe7b0f634d79f17df40316cc0098ad84c1f73e0
IRN_019794	IRN_019979	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001192-T1	rna-Dmagna001192-T1	CM058172.1|-|5093030-5093086-0,5093112-5093317-2,5093535-5093715-0	ba8c66c0d11e596193657ac8ec91e56312715fa0f1820eceac01cb07876ae32c
IRN_019795	IRN_019980	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001193-T1	rna-Dmagna001193-T1	CM058172.1|-|5097311-5097387-2,5097547-5097662-1,5098022-5098289-2,5098357-5098501-0,5098569-5098645-2,5098716-5098808-2,5098960-5099158-0,5099272-5099427-0,5099488-5099722-1,5099813-5100054-0,5100123-5100239-0	bffb5f6df7dc13b4e27ca26dc62bdf679662defbb127a9ebbec7e1de807bf9ae
IRN_019796	IRN_019981	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001194-T1	rna-Dmagna001194-T1	CM058172.1|-|5100613-5100666-0,5100721-5100865-1,5100893-5100948-0,5101013-5101069-0	de952c9f7eecb470c00b2e5d819f64d71fff017ae99936336336f8345e800583
IRN_019797	IRN_019982	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001195-T1	rna-Dmagna001195-T1	CM058172.1|+|5101104-5101320-0,5101409-5101440-2	16d03ea623f890005ed58f441537b0344bd1a06ab8f4bd5d5fdbf0226afde5e4
IRN_019798	IRN_019983	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001195-T2	rna-Dmagna001195-T2	CM058172.1|+|5101104-5101320-0,5101537-5101538-2	1d51704f0e6c394373fb0c8d92892abbee8e798a376492ee69f35e47a56f2d85
IRN_019799	IRN_019984	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001196-T1	rna-Dmagna001196-T1	CM058172.1|+|5102089-5102147-0,5102638-5102692-1,5102759-5102983-0,5103062-5103395-0,5103459-5104924-2,5105004-5105199-0,5105296-5105466-2,5105541-5105660-2,5105898-5106050-2,5108842-5108903-2,5108988-5110162-0,5110260-5110507-1,5110641-5110759-2,5110853-5110918-0	a92e9536b82b3b6f3648f3b6f7c15197676878fc406e2176c15551a8ecc8837f
IRN_019800	IRN_019985	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001197-T1	rna-Dmagna001197-T1	CM058172.1|-|5111987-5112194-1,5112265-5112366-1,5112439-5112572-0,5112653-5112865-0	d21adc8ccb1c85dbd15acbfabf4b6b3564dc74d3e70c19c1f4f63476de4b7d8d
IRN_019801	IRN_019986	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001198-T1	rna-Dmagna001198-T1	CM058172.1|-|5115597-5115898-2,5115973-5116164-2,5116247-5116519-2,5116579-5116751-1,5116813-5117078-0,5117149-5117319-0,5117383-5117436-0	705da0de70e273c55c2688d063529712aeff42b6153d6a44ab84f5947d9a0347
IRN_019802	IRN_019987	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001199-T1	rna-Dmagna001199-T1	CM058172.1|+|5118387-5118451-0,5118520-5118550-1,5118667-5118719-0,5118807-5118987-1,5119045-5119077-0,5119576-5119679-0,5119843-5120024-1,5120114-5120172-2	0f90b630884ee8e62d1909676e43741d2377dd1dbe6e3f8001294598fbfdf27c
IRN_019803	IRN_019988	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001200-T1	rna-Dmagna001200-T1	CM058172.1|-|5124663-5124838-2,5124856-5125756-0	f0c91c9a6b5ea359b1f3d9d75f479fafa4c96f70a033aa05719d0b1795031ebb
IRN_019804	IRN_019990	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001202-T1	rna-Dmagna001202-T1	CM058172.1|-|5128650-5128793-0,5128859-5128900-0	85fedf8f2e96f958a43bd8ffc9fc0012728bf22c1572723a997b3001f158d0a3
IRN_019805	IRN_019991	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001203-T1	rna-Dmagna001203-T1	CM058172.1|+|5130108-5130144-0,5130279-5130372-2,5130703-5130841-1	fc037bff97f6e9ce2e13b8861f8226b6681dcf94749205f47c03c95b9eaa79eb
IRN_019806	IRN_019992	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001204-T1	rna-Dmagna001204-T1	CM058172.1|-|5131095-5131177-2,5131272-5132502-0	f93bcb3873cbbc027f20fb624bc2f26b41a6bf97d25bd58197648eb98623aa81
IRN_019807	IRN_019993	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001205-T1	rna-Dmagna001205-T1	CM058172.1|+|5133991-5134124-0,5134201-5134435-1,5134450-5134467-0	ee75a36cbb9cc152b7409ec86337b4897527428be021648ccf3bb2f006afc7cf
IRN_019808	IRN_019994	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001206-T1	rna-Dmagna001206-T1	CM058172.1|+|5134706-5134846-0,5134958-5135029-0	3089429d337660eceecbf9ee4976e0b83616cd6e4fa65a9ac665b213ec8133cf
IRN_019809	IRN_019995	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001207-T1	rna-Dmagna001207-T1	CM058172.1|+|5136561-5136748-0,5136872-5137079-1,5137128-5137292-0,5137309-5137416-0	c7672c98e39f35f23df17cf9dbfbbfc4315e94acfb6c934dbd3a8aa35c9ba840
IRN_019810	IRN_019996	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001208-T1	rna-Dmagna001208-T1	CM058172.1|-|5137547-5137668-2,5138191-5139655-0	cfdbeb1577554655a02277b8ce630da5561bc60c1fb2292ac7a59f52e0f5f779
IRN_019811	IRN_019997	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001209-T1	rna-Dmagna001209-T1	CM058172.1|-|5139986-5140413-2,5140478-5140538-0	6d6d05bd6162cd9cd0cc169e40158660a40606241cda59dd7744488c723a95a0
IRN_019812	IRN_020002	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001214-T1	rna-Dmagna001214-T1	CM058172.1|-|5156158-5156236-1,5156315-5156503-1,5156561-5156704-1,5156777-5156862-0,5156925-5157136-2,5157217-5157325-0,5157388-5158467-0	57cd140ba875120d8d9fc8c3ed5cd3c543b0963d9c0d7c5061708e5d5c341a38
IRN_019813	IRN_020003	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001215-T1	rna-Dmagna001215-T1	CM058172.1|+|5174147-5174182-0,5174365-5174379-0,5174459-5174557-0,5174678-5174758-0	5510ba632b02cc329ddf7ba9fd513429d38430d9e94b93764e881bdde5792734
IRN_019814	IRN_020004	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001216-T1	rna-Dmagna001216-T1	CM058172.1|-|5175899-5175982-0,5176061-5176143-2,5176204-5176307-1,5176419-5176608-2,5176689-5176813-1,5176888-5176918-2,5176986-5177192-2,5177266-5177362-0,5177495-5177667-2,5177928-5177937-0	47beff9f97197500eeeced995554788deea62d54c85cc1d9e42720c9a50b1176
IRN_019815	IRN_020005	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001216-T2	rna-Dmagna001216-T2	CM058172.1|-|5175899-5175982-0,5176061-5176143-2,5176204-5176307-1,5176419-5176608-2,5176689-5176813-1,5176888-5176918-2,5176986-5177235-0	cb9c72549bdfccb19a74ff5d718d08a0657f9251c834c971290d564df0d0bbec
IRN_019816	IRN_020006	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001217-T1	rna-Dmagna001217-T1	CM058172.1|+|5179397-5179734-0,5179808-5180222-1,5180284-5180393-0,5180449-5180527-1	857fd46de882739f98a55b1c09a8480e536f6ec1960775c793c476bc2d52a344
IRN_019817	IRN_020007	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001218-T1	rna-Dmagna001218-T1	CM058172.1|-|5180991-5181004-2,5181064-5181181-0,5181238-5181375-0,5181427-5181573-0,5181636-5181767-0,5182551-5182669-2,5182743-5182926-0,5182981-5183201-2,5183428-5183632-0	ced1c2eed62d9b8f76b2a757a7c79496c3e61644434729ee998298902a103943
IRN_019818	IRN_020008	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001219-T1	rna-Dmagna001219-T1	CM058172.1|+|5184185-5185204-0	a24b09afcfa33d8556aedaf3fa0dca14a070574d2b5606b4be01d36e75960635
IRN_019819	IRN_020009	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001220-T1	rna-Dmagna001220-T1	CM058172.1|-|5185296-5185455-1,5185513-5185747-2,5185814-5186033-0,5186100-5186147-0,5186245-5186681-2,5186745-5187186-0,5187242-5187379-0,5187445-5187580-1,5187639-5187684-2,5187738-5187840-0,5187903-5188032-1,5188096-5188223-0,5188567-5188768-1,5188833-5189043-2,5189117-5189148-1,5189214-5189329-0,5189409-5189513-0,5189614-5189747-2,5189812-5189932-0	702eabb66d03ea3f0aa0a0167da29ee9a265b9edb95126ed46da7058bdec7252
IRN_019820	IRN_020010	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001221-T1	rna-Dmagna001221-T1	CM058172.1|+|5191340-5191439-0,5191704-5191786-2,5191962-5192040-0,5192125-5192291-2,5192373-5192551-0,5192638-5192893-1,5193082-5193379-0,5193706-5193846-2,5193921-5194054-2,5194139-5194913-0,5194979-5196231-2,5196315-5196854-0,5196927-5197399-0,5197475-5198026-1,5198086-5198187-1,5198278-5198359-1	2473ae36d4114a0fefa5ae95e167fff92c52a5817b4fb9bfcc398c29e76280d3
IRN_019821	IRN_020011	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001222-T1	rna-Dmagna001222-T1	CM058172.1|-|5199551-5200622-1,5200684-5200844-0,5200903-5201066-2,5201136-5201289-0	6e2ea0c9b5a2dd393c49a615e0d18b7e25137b19b1fee06a646c43daf62fe29a
IRN_019822	IRN_020012	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001223-T1	rna-Dmagna001223-T1	CM058172.1|-|5203403-5203612-0,5204132-5204155-0,5204313-5204438-0,5204563-5204826-0,5204899-5205061-1,5205156-5205237-2,5205546-5206309-1,5206425-5206534-0,5206611-5206679-0,5207358-5207565-1,5207646-5207734-0	c4974cee99ad8bc0b56c2d393215fad1fb441fbf441b929e40d0e948d936a5e1
IRN_019823	IRN_020013	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001223-T2	rna-Dmagna001223-T2	CM058172.1|-|5204256-5204438-0,5204563-5204826-0,5204899-5205061-1,5205156-5205237-2,5205546-5206309-1,5206425-5206534-0,5206611-5206679-0,5207358-5207565-1,5207646-5207734-0	da110f28121714b6ea2cc27ee45140a9dd818008930e6858f921a85f12c23b32
IRN_019824	IRN_020014	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001224-T1	rna-Dmagna001224-T1	CM058172.1|+|5210174-5210194-0,5210404-5210499-0,5210514-5210840-0	77575085487f39c717a03fab64edf5a305eaf99a166468df8c8d21c0f2aebc49
IRN_019825	IRN_020015	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001225-T1	rna-Dmagna001225-T1	CM058172.1|-|5215134-5215228-2,5215348-5215425-2,5216266-5216335-0	404cefb9f83a298398bdc8d159aff0c9e22bcba44fcbaf52a7bbb3ddf93d81cf
IRN_019826	IRN_020016	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna001226-T1	rna-Dmagna001226-T1	CM058172.1|-|5217726-5217744-1,5218274-5218403-2,5218427-5218484-0	ce8d7726300f19ab17ca1d4de01b84870fb32fe5149083afb65397c4a0613096
